Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee_Persona,Attrition_Target,Flight_Risk_Score
43,0,1,775,2,15,3,1,4,1,47,2,2,7,4,1,6804,23683,3,0,18,3,3,1,7,5,3,2,2,2,2,1,0,0.032096166
34,0,2,970,1,8,2,3,2,0,96,3,2,0,3,2,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3,1,0,0.03679065
23,0,2,650,1,9,1,3,2,1,37,3,1,2,1,1,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2,0,0,0.08941693
39,0,2,141,0,3,3,0,3,0,44,4,2,1,2,1,6389,18767,9,0,15,3,3,1,12,3,1,8,3,3,6,1,0,0.030136434
56,0,2,832,1,9,3,3,3,1,81,3,4,0,4,1,11103,20420,7,0,11,3,3,0,30,1,2,10,7,1,1,2,0,0.09561391
40,0,2,804,1,2,1,3,4,0,86,2,1,6,4,2,2342,22929,0,1,20,4,4,0,5,2,2,4,2,2,3,1,0,0.06799079
27,0,2,975,1,7,3,3,4,0,55,2,2,0,1,2,6811,23398,8,0,19,3,1,0,9,2,1,7,6,0,7,0,0,0.204656
29,0,2,1090,2,10,3,2,4,1,83,3,1,8,2,0,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,0,0,0.037218824
53,0,2,346,1,6,3,1,4,1,86,3,2,2,4,2,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2,1,0,0.011985625
35,0,0,1225,1,2,4,1,4,0,61,3,2,0,1,0,5093,4761,2,0,11,3,1,1,16,2,4,1,0,0,0,1,0,0.035864264
32,0,1,430,1,24,4,1,1,1,80,3,2,2,4,1,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7,0,0,0.028425891
38,0,2,268,1,2,5,3,4,1,92,3,1,6,3,1,3057,20471,6,1,13,3,2,1,6,0,1,1,0,0,1,0,0,0.15363121
34,0,2,167,1,8,5,1,2,0,32,3,2,4,1,0,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,0,0,0.048766784
52,0,2,621,2,3,4,2,3,1,31,2,4,3,1,1,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16,2,0,0.055303153
33,1,2,527,1,1,4,4,4,1,63,3,1,6,4,2,2686,5207,1,1,13,3,3,0,10,2,2,10,9,7,8,0,1,0.6666882
25,0,2,883,2,26,1,3,3,0,32,3,2,7,4,2,6180,22807,1,0,23,4,2,0,6,5,2,6,5,1,4,0,0,0.046488572
45,0,2,954,2,2,2,5,2,1,46,1,2,8,3,2,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1,1,0,0.15011819
23,0,2,310,1,10,1,3,1,1,79,4,1,6,3,2,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2,0,0,0.064039305
47,1,1,719,2,27,2,1,2,0,77,4,2,7,3,2,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3,1,1,0.89692456
34,0,2,304,2,2,3,4,4,1,60,3,2,7,4,2,6274,18686,1,0,22,4,3,0,6,5,3,6,5,1,4,0,0,0.0066873147
55,1,2,725,1,2,3,3,4,1,78,3,5,3,1,1,19859,21199,5,1,13,3,4,1,24,2,3,5,2,1,4,2,1,0.29433876
36,0,0,1434,2,8,4,1,1,1,76,2,3,7,1,2,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9,1,0,0.19784184
52,0,0,715,1,19,4,3,4,1,41,3,1,6,4,1,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2,1,0,0.030573782
26,0,1,575,1,1,2,1,1,0,71,1,1,2,4,0,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,0,0,0.25011694
29,0,2,657,1,27,3,3,2,0,66,3,2,0,3,1,4335,25549,4,0,12,3,1,1,11,3,2,8,7,1,1,0,0,0.10287246
26,1,2,1146,2,8,3,5,4,1,38,2,2,7,1,2,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,0,1,0.79057246
34,0,2,182,1,1,4,1,2,0,72,4,1,6,4,2,3280,13551,2,0,16,3,3,0,10,2,3,4,2,1,3,0,0,0.008124086
54,0,2,376,1,19,4,3,4,0,95,3,2,4,1,0,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4,1,0,0.19666158
27,0,1,829,2,8,1,2,3,1,84,3,2,7,4,1,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1,0,0,0.045873463
37,0,2,571,1,10,1,1,4,0,82,3,1,6,1,0,2782,19905,0,1,13,3,2,2,6,3,2,5,3,4,3,0,0,0.2327221
38,0,1,240,1,2,4,1,1,0,75,4,2,4,1,2,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12,1,0,0.101623245
34,0,2,121,1,2,4,3,3,0,86,2,1,6,1,2,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3,0,0,0.10348875
35,0,2,384,2,8,4,1,1,0,72,3,1,8,4,1,2572,20317,1,0,16,3,2,1,3,1,2,3,2,0,2,0,0,0.061796043
30,0,2,921,1,1,3,1,4,1,38,1,1,2,3,1,3833,24375,3,0,21,4,3,2,7,2,3,2,2,0,2,0,0,0.03607522
40,0,1,791,1,2,2,3,3,0,38,4,2,0,2,1,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7,1,0,0.0071892426
34,0,2,1111,2,8,2,1,3,0,93,3,2,7,1,1,6500,13305,5,0,17,3,2,1,6,1,3,3,2,1,2,0,0,0.10365928
42,0,1,570,1,8,3,1,2,1,66,3,5,3,4,0,18430,16225,1,0,13,3,2,1,24,4,2,24,7,14,9,2,0,0.035656795
23,1,2,1243,1,6,3,1,3,1,63,4,1,2,1,1,1601,3445,1,1,21,4,3,2,1,2,3,0,0,0,0,0,1,0.79253244
24,0,0,1092,1,9,3,1,3,1,60,2,1,2,2,0,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,0,0,0.09110445
52,0,2,1325,1,11,4,1,4,0,82,3,2,2,3,1,3149,21821,8,0,20,4,2,1,9,3,3,5,2,1,4,1,0,0.013760221
50,0,2,691,1,2,3,3,3,1,64,3,4,5,3,1,17639,6881,5,0,16,3,4,0,30,3,3,4,3,0,3,2,0,0.04079927
29,1,2,805,1,1,2,1,2,0,36,2,1,2,1,1,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0,0,1,0.91275936
33,0,2,213,1,7,3,3,3,1,49,3,3,5,3,1,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,1,0,0.019976502
33,1,2,118,2,16,3,2,1,0,69,3,2,7,1,2,5324,26507,5,0,15,3,3,0,6,3,3,3,2,0,2,0,1,0.8670744
47,0,2,202,1,2,2,4,3,0,33,3,4,3,4,1,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0,2,0,0.011063032
36,0,2,676,1,1,3,4,3,0,35,3,2,4,2,1,5228,23361,0,0,15,3,1,1,10,2,3,9,7,0,5,1,0,0.020657437
29,0,2,1252,1,23,2,1,3,1,81,4,1,6,3,1,2700,23779,1,0,24,4,3,1,10,3,3,10,7,0,7,0,0,0.0034237322
58,1,2,286,1,2,4,1,4,1,31,3,5,5,2,2,19246,25761,7,1,12,3,4,0,40,2,3,31,15,13,8,2,1,0.5861499
35,0,2,1258,1,1,4,1,4,0,40,4,1,6,3,2,2506,13301,3,0,13,3,3,0,7,0,3,2,2,2,2,0,0,0.08877425
42,0,2,932,1,1,2,1,4,0,43,2,2,4,4,1,6062,4051,9,1,13,3,4,1,8,4,3,4,3,0,2,1,0,0.017383637
28,1,2,890,1,2,4,3,3,1,46,3,1,6,3,2,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1,0,1,0.5905587
36,0,2,1041,0,13,3,0,3,1,36,3,1,1,2,1,2143,25527,4,0,13,3,2,1,8,2,3,5,2,0,4,0,0,0.20886782
32,0,2,859,1,4,3,1,3,0,98,2,2,4,3,1,6162,19124,1,0,12,3,3,1,14,3,3,14,13,6,8,1,0,0.017235417
40,0,1,720,1,16,4,3,1,1,51,2,2,2,3,2,5094,11983,6,0,14,3,4,0,10,6,3,1,0,0,0,1,0,0.11793098
30,0,2,946,1,2,3,3,3,0,52,2,2,4,4,2,6877,20234,5,1,24,4,2,0,12,4,2,0,0,0,0,0,0,0.74377245
45,0,2,252,1,2,3,1,2,0,95,2,1,6,3,2,2274,6153,1,0,14,3,4,0,1,3,3,1,0,0,0,1,0,0.2936725
42,0,2,933,1,29,3,1,2,1,98,3,2,4,2,1,4434,11806,1,0,13,3,4,1,10,3,2,9,8,7,8,1,0,0.010428249
38,0,1,471,1,12,3,1,1,1,45,2,2,0,1,0,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2,1,0,0.2456503
34,0,1,702,1,16,4,1,3,0,100,2,1,6,4,2,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3,0,0,0.06689762
49,1,2,1184,2,11,3,2,3,0,43,3,3,7,4,1,7654,5860,1,0,18,3,1,2,9,3,4,9,8,7,7,1,1,0.8792516
55,1,2,436,2,2,1,3,3,1,37,3,2,7,4,2,5160,21519,4,0,16,3,3,0,12,3,2,9,7,7,3,1,1,0.47606185
43,0,2,589,1,14,2,1,2,1,94,3,4,5,1,1,17159,5200,6,0,24,4,3,1,22,3,3,4,1,1,0,2,0,0.046795823
27,0,2,269,1,5,1,5,3,1,42,2,3,5,4,0,12808,8842,1,1,16,3,2,1,9,3,3,9,8,0,8,0,0,0.049817353
35,0,2,950,1,7,3,4,3,1,59,3,3,4,3,2,10221,18869,3,0,21,4,2,0,17,3,4,8,5,1,6,1,0,0.03808137
28,0,2,760,2,2,4,2,2,0,81,3,2,7,2,1,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5,0,0,0.44939074
34,0,2,829,0,3,2,0,3,1,88,3,1,1,4,1,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2,0,0,0.03116937
26,1,1,887,1,5,2,3,3,0,88,2,1,6,3,1,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7,0,1,0.8265621
27,0,0,443,1,3,3,3,4,1,50,3,1,6,4,1,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0,0,0,0.028579185
51,0,2,1318,2,26,4,2,1,0,66,3,4,3,3,1,16307,5594,2,0,14,3,3,1,29,2,2,20,6,4,17,2,0,0.059205122
44,0,2,625,1,4,3,3,4,1,50,3,2,0,2,2,5933,5197,9,0,12,3,4,0,10,2,2,5,2,2,3,1,0,0.02444236
25,0,2,180,1,2,1,3,1,1,65,4,1,6,1,2,3424,21632,7,0,13,3,3,0,6,3,2,4,3,0,1,0,0,0.5641727
33,0,2,586,2,1,3,3,1,1,48,4,2,7,1,0,4037,21816,1,0,22,4,1,1,9,5,3,9,8,0,8,0,0,0.0062235775
35,0,2,1343,1,27,1,3,3,0,53,2,1,6,1,2,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1,0,0,0.29792672
36,0,2,928,2,1,2,1,2,1,56,3,2,7,4,1,6201,2823,1,1,14,3,4,1,18,1,2,18,14,4,11,1,0,0.0064079124
32,0,2,117,2,13,4,1,2,1,73,3,2,7,4,0,4403,9250,2,0,11,3,3,1,8,3,2,5,2,0,3,0,0,0.0335693
30,0,1,1012,1,5,4,1,2,1,75,2,1,6,4,0,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3,0,0,0.13750018
53,0,2,661,2,7,2,2,1,0,78,2,3,7,4,1,10934,20715,7,1,18,3,4,1,35,3,3,5,2,0,4,2,0,0.11655429
45,0,2,930,2,9,3,2,4,1,74,3,3,7,1,0,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2,1,0,0.0997188
32,0,2,638,1,8,2,3,3,0,91,4,2,6,3,1,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3,0,0,0.017069373
52,0,1,890,1,25,4,3,3,0,81,2,4,4,4,1,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0,2,0,0.030335484
37,0,2,342,2,16,4,2,4,1,66,2,2,7,3,0,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0,1,0,0.11823491
28,0,2,1169,0,8,2,3,2,1,63,2,1,1,4,0,4936,23965,1,0,13,3,4,1,6,6,3,5,1,0,4,0,0,0.04376834
22,0,2,1230,1,1,2,1,4,1,33,2,2,4,4,1,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2,0,0,0.045250237
44,0,2,986,1,8,4,1,1,1,62,4,1,2,4,1,2818,5044,2,1,24,4,3,1,10,2,2,3,2,0,2,1,0,0.04469167
42,0,1,1271,1,2,1,3,2,1,35,3,1,6,4,2,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2,1,0,0.11479119
36,0,2,1278,0,8,3,1,1,1,77,2,1,1,1,1,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3,0,0,0.40231523
25,0,2,141,2,3,1,4,3,1,98,3,2,7,1,1,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3,0,0,0.04189211
35,0,2,607,1,9,3,1,4,0,66,2,3,4,3,1,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15,1,0,0.0136246225
35,1,1,130,1,25,4,1,4,0,96,3,1,6,2,0,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8,0,1,0.70110905
32,0,0,300,1,1,3,1,4,1,61,3,1,2,4,0,2314,9148,0,0,12,3,2,1,4,2,3,3,0,0,2,0,0,0.019114057
25,0,2,583,2,4,1,2,3,1,87,2,2,7,1,1,4256,18154,1,0,12,3,1,0,5,1,4,5,2,0,3,0,0,0.39776215
49,0,2,1418,1,1,3,5,3,0,36,3,1,6,1,1,3580,10554,2,0,16,3,2,1,7,2,3,4,2,0,2,1,0,0.042471647
24,0,0,1269,1,4,1,1,1,1,46,2,1,2,4,1,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4,0,0,0.0745025
32,0,1,379,2,5,2,1,2,1,48,3,2,7,2,1,6524,8891,1,0,14,3,4,1,10,3,3,10,8,5,3,0,0,0.17066813
38,0,2,395,2,9,3,2,2,1,98,2,1,8,2,1,2899,12102,0,0,19,3,4,1,3,3,3,2,2,1,2,0,0,0.09493948
42,0,2,1265,1,3,3,1,3,0,95,4,2,2,4,1,5231,23726,2,1,13,3,2,1,17,1,2,5,3,1,3,1,0,0.0050527635
31,0,2,1222,1,11,4,1,4,1,48,3,1,6,4,1,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2,0,0,0.19965708
29,1,2,341,2,1,3,3,2,0,48,2,1,8,3,0,2800,23522,6,1,19,3,3,3,5,3,3,3,2,0,2,0,1,0.6637102
53,0,2,868,2,8,3,2,1,1,73,3,4,7,4,1,11836,22789,5,0,14,3,3,1,28,3,3,2,0,2,2,2,0,0.08107975
35,0,2,672,1,25,3,5,4,1,78,2,3,4,2,1,10903,9129,3,0,16,3,1,0,16,2,3,13,10,4,8,1,0,0.1762503
37,0,1,1231,2,21,2,3,3,0,54,3,1,8,4,1,2973,21222,5,0,15,3,2,1,10,3,3,5,4,0,0,1,0,0.068400495
53,0,2,102,1,23,4,1,4,0,72,3,4,5,4,2,14275,20206,6,0,18,3,3,0,33,0,3,12,9,3,8,2,0,0.032514863
43,0,1,422,1,1,3,1,4,0,33,3,2,0,4,1,5562,21782,4,0,13,3,2,1,12,2,2,5,2,2,2,1,0,0.0094325775
47,0,2,249,2,2,2,2,3,0,35,3,2,7,4,1,4537,17783,0,1,22,4,1,1,8,2,3,7,6,7,7,1,0,0.053409223
37,0,0,1252,2,19,2,3,1,1,32,3,3,7,2,2,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9,1,0,0.119995184
50,0,0,881,1,2,4,1,1,1,98,3,4,3,1,0,17924,4544,1,0,11,3,4,1,31,3,3,31,6,14,7,2,0,0.06781689
39,0,2,1383,0,2,3,1,4,0,42,2,2,1,4,1,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4,1,0,0.0075227437
33,0,2,1075,0,3,2,0,4,1,57,3,1,1,2,0,2277,22650,3,1,11,3,3,1,7,4,4,4,3,0,3,0,0,0.08522826
32,1,2,374,1,25,4,1,1,1,87,3,1,2,4,2,2795,18016,1,1,24,4,3,0,1,2,1,1,0,0,1,0,1,0.9517657
29,0,2,1086,1,7,1,3,1,0,62,2,1,2,4,0,2532,6054,6,0,14,3,3,3,8,5,3,4,3,0,3,0,0,0.27880597
44,0,2,661,1,9,2,1,2,1,61,3,1,6,1,1,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1,1,0,0.32372555
28,0,2,821,2,5,4,3,1,1,98,3,2,7,4,2,4908,24252,1,0,14,3,2,0,4,3,3,4,2,0,2,0,0,0.027167259
58,1,1,781,1,2,1,1,4,1,57,2,1,2,4,0,2380,13384,9,1,14,3,4,1,3,3,2,1,0,0,0,1,1,0.8446947
43,0,2,177,1,8,3,1,1,0,55,3,2,4,2,0,4765,23814,4,0,21,4,3,1,4,2,4,1,0,0,0,1,0,0.072029784
20,1,2,500,2,2,3,3,3,0,49,2,1,8,3,2,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2,0,1,0.6543411
21,1,2,1427,1,18,1,4,4,0,65,3,1,6,4,2,2693,8870,1,0,19,3,1,0,1,3,2,1,0,0,0,0,1,0.7861834
36,0,2,1425,1,14,1,1,3,1,68,3,2,0,4,1,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,1,0,0.009081449
47,0,2,1454,2,2,4,1,4,0,65,2,1,8,4,2,3294,13137,1,1,18,3,1,0,3,3,2,3,2,1,2,1,0,0.072034426
22,1,2,617,1,3,1,1,2,0,34,3,2,4,3,1,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2,0,1,0.67405146
41,1,2,1085,1,2,4,1,2,0,57,1,1,2,4,0,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0,1,1,0.79872996
28,0,2,995,1,9,3,3,3,0,77,3,1,6,3,0,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2,0,0,0.12402219
39,1,2,1122,1,6,3,3,4,1,70,3,1,2,1,1,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2,1,1,0.86763215
27,0,2,618,1,4,3,1,2,0,76,3,1,6,3,2,2318,17808,1,0,19,3,3,0,1,2,3,1,1,0,0,0,0,0.81585914
34,0,2,546,1,10,3,1,2,1,83,3,1,2,2,0,2008,6896,1,0,14,3,2,2,1,3,3,1,0,1,0,0,0,0.23468886
42,0,2,462,2,14,2,3,3,0,68,2,2,7,3,2,6244,7824,7,0,17,3,1,0,10,6,3,5,4,0,3,1,0,0.07066015
33,0,2,1198,1,1,4,4,3,1,100,2,1,6,1,2,2799,3339,3,1,11,3,2,0,6,1,3,3,2,0,2,0,0,0.33073425
58,0,2,1272,1,5,3,5,3,0,37,2,3,0,2,0,10552,9255,2,1,13,3,4,1,24,3,3,6,0,0,4,2,0,0.029043414
31,0,2,154,2,7,4,1,2,1,41,2,1,8,3,1,2329,11737,3,0,15,3,2,0,13,2,4,7,7,5,2,0,0,0.12767324
35,0,2,1137,1,21,1,1,4,0,51,3,2,0,4,1,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,1,0,0.013239351
49,0,2,527,1,8,2,4,1,0,51,3,3,2,2,1,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7,2,0,0.11863645
48,0,2,1469,1,20,4,3,4,1,51,3,1,6,3,1,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0,1,0,0.25496066
31,0,0,1188,2,20,2,2,4,0,45,3,2,7,3,1,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,0,0,0.058804125
36,0,2,188,1,7,4,4,2,1,65,3,1,6,4,2,4678,23293,2,0,18,3,3,0,8,6,3,6,2,0,1,1,0,0.007345952
38,0,2,1333,1,1,3,5,4,0,80,3,3,5,1,1,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,1,0,0.0038477182
32,0,0,1184,1,1,3,1,3,0,70,2,1,2,2,1,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,0,0,0.22063
25,1,2,867,2,19,2,2,3,1,36,2,1,8,2,1,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,0,1,0.926328
40,0,2,658,2,10,4,2,1,1,67,2,3,7,2,0,9705,20652,2,0,12,3,2,1,11,2,2,1,0,0,0,1,0,0.4656552
26,0,1,1283,2,1,3,3,3,1,52,2,2,7,1,2,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,0,0,0.21213318
41,0,2,263,1,6,3,3,4,1,59,3,1,2,1,2,4721,3119,2,1,13,3,3,0,20,3,3,18,13,2,17,1,0,0.033223454
36,0,2,938,1,2,4,3,3,1,79,3,1,2,3,2,2519,12287,4,0,21,4,3,0,16,6,3,11,8,3,9,1,0,0.0054076156
19,1,2,419,2,21,3,4,4,1,37,2,1,8,2,2,2121,9947,1,1,13,3,2,0,1,3,4,1,0,0,0,0,1,0.97829777
20,1,2,129,1,4,3,5,1,1,84,3,1,2,1,2,2973,13008,1,0,19,3,2,0,1,2,3,1,0,0,0,0,1,0.92991656
31,0,2,616,1,12,3,3,4,0,41,3,2,0,4,1,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,0,0,0.06365523
40,0,1,1469,1,9,4,3,4,1,35,3,1,6,2,0,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,1,0,0.042881563
32,0,2,498,1,3,4,3,3,0,93,3,2,4,1,1,6725,13554,1,0,12,3,3,1,8,2,4,8,7,6,3,0,0,0.032905232
36,1,2,530,2,3,1,1,3,1,51,2,3,7,4,1,10325,5518,1,1,11,3,1,1,16,6,3,16,7,3,7,1,1,0.29537883
33,0,2,1069,1,1,3,1,2,0,42,2,2,0,4,2,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,0,0,0.07066726
37,1,2,625,2,1,4,1,1,1,46,2,3,7,3,1,10609,14922,5,0,11,3,3,0,17,2,1,14,1,11,7,1,1,0.89773345
45,0,0,805,1,4,2,1,3,1,57,3,2,2,2,1,4447,23163,1,0,12,3,2,0,9,5,2,9,7,0,8,1,0,0.04701935
29,0,1,1404,2,20,3,5,3,0,84,3,1,8,4,1,2157,18203,1,0,15,3,2,1,3,5,3,3,1,0,2,0,0,0.06384794
35,0,2,1219,2,18,3,3,3,0,86,3,2,7,3,1,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,0,0,0.27111554
52,0,2,1053,1,1,2,1,4,1,70,3,4,3,4,1,17099,13829,2,0,15,3,2,1,26,2,2,9,8,7,8,2,0,0.013506482
58,1,2,289,1,2,3,5,4,1,51,3,1,6,3,2,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0,1,1,0.07302699
53,0,2,1376,2,2,2,3,3,1,45,3,4,3,3,0,14852,13938,6,0,13,3,3,1,22,3,4,17,13,15,2,2,0,0.0127952825
30,0,2,231,2,8,2,4,3,1,62,3,3,7,3,0,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,0,0,0.082153775
38,0,0,152,2,10,3,5,3,0,85,3,2,7,4,2,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,1,0,0.057239786
35,0,2,882,2,3,4,1,4,1,92,3,3,7,4,0,7823,6812,6,0,13,3,2,1,12,2,3,10,9,0,8,1,0,0.0046119774
39,0,2,903,2,2,5,1,1,1,41,4,3,7,3,2,7880,2560,0,0,18,3,4,0,9,3,3,8,7,0,7,1,0,0.018634852
40,1,0,1479,2,24,3,1,2,0,100,4,4,7,2,2,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,2,1,0.92098445
47,0,1,1379,1,16,4,3,3,1,64,4,2,4,3,0,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7,1,0,0.029855112
36,0,0,1229,2,8,4,5,1,1,84,3,2,7,4,0,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7,1,0,0.017113665
31,1,0,335,1,9,2,3,3,1,46,2,1,6,1,2,2321,10322,0,1,22,4,1,0,4,0,3,3,2,1,2,0,1,0.98129255
33,0,0,722,2,17,3,1,4,1,38,3,4,3,3,2,17444,20489,1,0,11,3,4,0,10,2,3,10,8,6,0,2,0,0.06567764
29,1,2,906,1,10,3,1,4,0,92,2,1,6,1,2,2404,11479,6,1,20,4,3,0,3,5,3,0,0,0,0,0,1,0.9578346
33,0,2,461,1,13,1,1,2,0,53,3,1,6,4,2,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,0,0,0.11965743
45,0,2,974,1,1,4,3,4,0,91,3,1,2,4,0,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2,1,0,0.027120482
50,0,2,1126,1,1,2,3,4,1,66,3,4,5,4,0,17399,6615,9,0,22,4,3,1,32,1,2,5,4,1,3,2,0,0.0055572935
33,0,1,827,1,1,4,4,3,0,84,4,2,0,2,1,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2,0,0,0.019533819
41,0,1,840,1,9,3,3,1,1,64,3,5,5,3,0,19419,3735,2,0,17,3,2,1,21,2,4,18,16,0,11,2,0,0.007889081
27,0,2,1134,1,16,4,5,3,0,37,3,1,2,2,1,2811,12086,9,0,14,3,2,1,4,2,3,2,2,2,2,0,0,0.09852538
45,0,0,248,1,23,2,1,4,1,42,3,2,2,1,1,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,1,0,0.021006234
47,0,2,955,2,4,2,1,4,0,83,3,2,7,4,2,4163,8571,1,1,17,3,3,0,9,0,3,9,0,0,7,1,0,0.074347965
30,1,2,138,1,22,3,1,1,0,48,3,1,6,3,1,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,0,1,0.9859454
50,0,2,939,1,24,3,1,4,1,95,3,4,4,3,1,13973,4161,3,1,18,3,4,1,22,2,3,12,11,1,5,2,0,0.03491212
38,0,1,1391,1,10,1,3,3,1,66,3,1,6,3,1,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,0,0,0.2142473
46,0,2,566,1,7,2,3,4,1,75,3,3,4,3,0,10845,24208,6,0,13,3,2,1,13,3,3,8,7,0,7,1,0,0.028597673
24,0,2,1206,1,17,1,3,4,0,41,2,2,4,3,0,4377,24117,1,0,15,3,2,2,5,6,3,4,2,3,2,0,0,0.029150525
35,1,2,622,1,14,4,4,3,1,39,2,1,2,2,0,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2,0,1,0.8401751
31,0,1,853,1,1,1,1,3,0,96,3,2,4,1,1,4148,11275,1,0,12,3,3,1,4,1,3,4,3,0,3,0,0,0.12267765
18,0,0,287,1,5,2,1,2,1,73,3,1,6,4,2,1051,13493,1,0,15,3,4,0,0,2,3,0,0,0,0,0,0,0.4445805
54,0,2,1441,1,17,3,5,3,0,56,3,3,4,3,1,10739,13943,8,0,11,3,3,1,22,2,3,10,7,0,8,2,0,0.10963895
35,0,2,583,1,25,4,3,3,0,57,3,3,0,3,0,10388,6975,1,1,11,3,3,1,16,3,2,16,10,10,1,1,0,0.1510353
30,0,2,153,1,8,2,1,2,0,73,4,3,5,1,1,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,0,0,0.03063649
20,1,2,1097,1,11,3,3,4,0,98,2,1,6,1,2,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,0,1,0.94917315
